customer_id,Age,gender,MaritalStatus,Education,EmploymentType,MonthsEmployed,Income,CreditScore,num_dependents,HasDependents,city_tier,residential_status,years_at_current_address,mobile_stability_years,segment_category,detailed_segment,LoanID,LoanAmount,LoanTerm,InterestRate,LoanPurpose,emi,DTIRatio,NumCreditLines,HasCoSigner,HasMortgage,credit_inquiries_6m,oldest_credit_line_years,credit_utilization_ratio,credit_lines_per_year,loan_restructuring_history,settlement_history,moratorium_months_remaining,expense_housing,expense_food_groceries,expense_transportation,expense_healthcare,expense_education,expense_insurance_investments,expense_lifestyle_entertainment,expense_personal_care,expense_family_social,expense_communication,expense_discretionary_vices,total_monthly_expense,expense_to_income_ratio,healthcare_current_spend,healthcare_spending_multiplier,pharmacy_expense_monthly,hospital_visits_6m,health_insurance_coverage,dining_out_monthly,food_delivery_monthly,shopping_monthly,fuel_expense_monthly,cab_rides_monthly,cab_expense_monthly,ott_subscriptions_count,ott_monthly_spend,gym_membership,grocery_online_pct,ontime_payment_rate_12m,max_dpd_last_12m,num_dpd_30_plus,cheque_bounce_count_12m,partial_payment_count_12m,avg_delay_days,payment_channel,auto_debit_success_rate,manual_payment_pct,payment_day_consistency,salary_credit_day,salary_delay_days,salary_increment_pct_yoy,variable_pay_pct,bonus_received_last_year,app_login_frequency_month,app_login_duration_avg_sec,notification_dismiss_speed_sec,statement_open_rate,password_resets_30d,emi_calculator_usage_30d,loan_inquiry_page_visits,customer_service_calls_30d,subscription_cascade_phase,wallet_velocity,wallet_to_bank_frequency,instant_cashouts_month,p2p_borrow_requests_30d,cash_to_digital_ratio,peak_to_offpeak_ratio,discretionary_spending_change_pct,digital_engagement_score,balance_trajectory_pct,merchant_downgrade_score,savings_rate,savings_rate_pct,avg_monthly_balance_6m,min_balance_violations_6m,fd_rd_total,fd_rd_interest_monthly,mutual_fund_value,stock_portfolio_value,gold_value,epf_ppf_balance,property_owned_count,property_value_total,property_loan_outstanding,num_two_wheelers,num_four_wheelers,vehicle_age_years,vehicle_loan_outstanding,total_financial_assets,total_assets,total_outstanding_debt,total_debt_to_assets,asset_to_debt_ratio,net_worth,rental_income_monthly,monthly_pension,pf_contribution_regular,num_bank_accounts,employer_health_score,employer_stock_change_pct,peer_default_rate,industry_stress_index,customer_concentration_risk,cash_deposit_frequency_month,cash_deposit_avg_amount,cash_deposit_before_emi_days,cash_deposit_consistency_score,cash_sufficiency_ratio,monthly_revenue,profit_margin_pct,num_employees,gst_filing_regular,supplier_payment_delay_days,business_vintage_years,revenue_variance_cv,working_capital_days,multi_platform_count,platform_rating,platform_active_days_month,platform_daily_earning_avg,zero_income_days_month,income_cv_daily,institution_ranking,gpa,campus_placement_rate,expected_starting_salary,scholarship_amount_monthly,parent_income_monthly,parent_income_stable,family_transfer_monthly,Default,target,delinquency_prob,days_to_default,financial_stress_score,financial_stress_index,behavioral_risk_score,income_stability_index,emi_to_income_ratio,emi_to_savings_ratio,liquidity_ratio,financial_cushion_months,debt_service_coverage,months_of_runway,bounce_per_credit_line,loan_burden_score
CUST_000169,59,M,Married,High School,SALARIED_GOVT,68,52422.62,771,2,1,2,FAMILY,9,11.5,SALARIED_GOVT,SALARIED_GOVT_2,LN_698510,255847.86,240,9.22,Personal,2338.42,4.46,9,0,0,2,2.4,22.99,3.75,0,0,0,16045.13,5003.21,6455.16,2471.21,476.73,1264.83,3435.75,2148.94,2720.74,1523.06,801.52,42346.27,0.808,2471.21,1.0,3302.65,1,0,3542.46,2438.47,3088.9,1328.54,3,499.83,5,562.41,1,3.9,0.985,0,0,0,0,1.1,AUTO_DEBIT,0.902,0.0,0.619,25,0,-0.0,0.0,0,8,18.27,12.3,0.809,0,0,0,1,1,7.48,2,1,0,0.3,0.59,12.64,80.9,2.32,0,12.17,12.17,186250.79,1,96828.16,484.14,916235.07,81226.27,274626.53,628415.63,0,0.0,0.0,1,0,7.4,0.0,1722705.13,1997331.66,255847.86,0.1281,7.8067,1741483.8,0.0,0.0,0,3,100.0,2.23,0.0353,19.9,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0069,,3.7,3.7,9.8,97.8,4.46,1.26,79.648,40.7,22.418,4.4,0.0,9.1
CUST_000170,45,F,Widowed,High School,BUSINESS_OWNER,110,181336.86,654,1,1,3,PG,10,3.8,BUSINESS_OWNER,BUSINESS_OWNER_3,LN_241105,11159150.64,36,12.84,Home,375132.49,206.87,3,0,0,3,7.9,48.04,0.38,0,0,0,29103.17,24505.63,15741.77,4610.94,11503.02,8433.86,17487.63,5724.71,12488.1,3871.18,6341.49,139811.5,0.771,4610.94,1.0,1124.78,0,1,920.39,1362.38,4107.92,749.34,2,1734.55,2,131.95,1,39.4,0.659,60,0,0,2,1.3,NET_BANKING,0.0,0.225,0.523,0,0,0.0,0.0,0,10,30.84,1.9,0.921,0,1,0,0,1,2.02,1,1,0,0.18,0.98,5.14,64.1,-11.3,-2,15.4,15.4,205121.55,0,1696020.92,8480.1,1120117.34,979336.2,878180.81,1237087.46,1,4744147.3,1097226.15,1,0,11.9,0.0,5032561.93,10654890.04,12256376.79,1.1503,0.8693,-1601486.75,0.0,0.0,0,3,82.4,13.66,0.0322,36.8,0.454,4,49070.5,3,74.0,1.23,505173.43,26.4,7,1,1,19.8,0.227,111,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,8717.56,1,1,0.9743,56.0,100.0,100.0,4.6,40.5,206.87,182.88,0.547,36.0,0.483,1.5,0.0,107.4
CUST_000171,43,M,Single,High School,GIG_WORKER,21,36175.5,847,0,0,2,FAMILY,12,2.8,GIG_WORKER,GIG_WORKER_2,LN_983065,71596.06,60,11.9,Medical,1588.92,4.39,6,0,0,3,2.9,44.32,2.07,0,0,0,7098.01,6420.24,2287.2,435.55,582.31,958.65,2129.92,625.49,1431.03,610.07,2730.72,25309.2,0.7,435.55,1.0,1806.18,0,0,1732.97,1404.42,5273.07,4516.16,7,1033.21,2,400.75,0,36.3,0.893,0,1,0,0,1.6,NET_BANKING,0.0,0.804,0.816,0,0,0.0,0.0,0,14,22.64,0.91,0.915,0,0,1,0,1,5.16,0,0,0,0.58,1.2,-19.04,70.3,-6.59,0,5.64,5.64,106705.4,1,12018.73,60.09,152640.23,224117.83,104149.46,227624.39,0,0.0,0.0,1,0,6.9,0.0,616401.19,720550.65,71596.06,0.0994,10.0641,648954.59,0.0,0.0,0,2,75.4,6.46,0.1005,42.2,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,4.9,27,1031.85,3,0.547,0,0.0,0.0,0.0,0.0,0.0,0,1454.95,0,0,0.0051,,11.0,11.0,6.5,84.3,4.39,1.49,67.156,24.4,22.767,4.2,0.0,18.3
CUST_000172,33,M,Married,Master's,SELF_EMPLOYED,93,26652.91,727,0,0,2,RENT,17,14.4,SELF_EMPLOYED,SELF_EMPLOYED_2,LN_636861,280261.53,180,14.44,Business,3814.88,14.31,2,1,0,2,15.7,40.08,0.13,1,1,2,8293.18,4381.91,3193.65,2660.14,473.81,0.0,1569.55,423.33,1514.48,851.21,2251.19,25612.44,0.961,2660.14,1.0,2193.18,1,0,1515.23,1996.33,2769.98,672.41,4,2077.26,2,734.21,0,43.3,0.919,0,1,1,0,0.0,UPI,0.0,0.527,0.822,0,0,0.0,0.0,0,8,34.37,3.7,0.687,0,0,0,0,2,5.25,1,0,1,0.17,1.47,-16.94,60.0,-1.73,0,12.11,12.11,92837.89,0,0.0,0.0,192460.08,229246.44,75945.81,329521.38,0,0.0,0.0,1,0,1.9,0.0,751227.9,827173.71,280261.53,0.3388,2.9514,546912.18,0.0,0.0,0,1,66.1,-1.2,0.0704,60.3,0.0,2,25362.85,4,88.3,1.85,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1982.14,0,0,0.0145,,16.0,16.0,18.0,90.6,14.31,4.11,24.336,29.3,6.987,3.6,0.5,20.2
CUST_000173,32,F,Married,Bachelor's,SALARIED_PRIVATE,19,69286.79,681,2,1,1,PG,0,2.8,SALARIED_PRIVATE,SALARIED_PRIVATE_1,LN_241473,257949.18,36,12.48,Personal,8626.5,12.45,3,0,0,0,15.7,29.93,0.19,0,0,0,14558.69,10708.34,6845.9,692.87,2074.47,3727.86,6799.31,1223.99,5322.01,1652.32,5771.56,59377.31,0.857,692.87,1.0,407.96,0,0,4336.71,1525.2,878.23,652.2,5,177.92,0,0.0,1,11.9,0.823,0,0,0,0,0.0,AUTO_DEBIT,0.917,0.0,0.567,1,0,11.9,8.7,1,7,63.15,6.8,0.727,0,2,0,0,2,3.65,3,0,1,0.05,1.28,34.54,65.0,14.76,2,13.96,13.96,163483.79,0,0.0,0.0,271215.36,561144.02,87033.43,604580.89,0,0.0,0.0,0,0,0.5,0.0,1436940.27,1523973.7,257949.18,0.1693,5.908,1266024.52,0.0,0.0,1,1,70.2,-7.17,0.0909,32.2,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0185,,13.9,13.9,13.0,100.0,12.45,5.28,18.951,24.2,8.032,2.8,0.0,19.3
CUST_000174,55,M,Single,Master's,SALARIED_PRIVATE,29,95110.2,806,0,0,3,OWN,5,8.8,SALARIED_PRIVATE,SALARIED_PRIVATE_3,LN_171220,382013.17,180,13.23,DebtConsolidation,4890.62,5.14,3,0,0,1,3.3,90.66,0.91,0,0,1,25126.87,10260.73,9269.91,14479.9,3563.0,2316.68,1926.38,4290.71,1586.55,3060.69,3469.63,69697.79,0.733,14479.9,3.0,1261.35,0,1,1143.38,1767.62,1935.29,3952.94,5,665.0,0,78.16,0,46.8,0.891,0,1,0,0,0.7,UPI,0.0,0.511,0.868,28,0,11.3,19.1,0,11,10.74,5.42,0.811,0,0,0,0,1,7.36,2,0,0,0.39,1.05,-21.58,71.7,17.09,0,-2.55,-2.55,198527.92,0,1100164.47,5500.82,1003198.08,0.0,0.0,115307.51,0,0.0,0.0,0,0,11.3,0.0,2218670.06,2218670.06,382013.17,0.1722,5.8078,1836656.89,0.0,0.0,1,1,68.2,4.75,0.0849,33.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3177.62,1,1,0.0449,26.0,20.8,20.8,9.2,92.1,5.14,2.46,40.594,31.8,19.447,2.8,0.0,32.5
CUST_000175,55,M,Widowed,Bachelor's,SALARIED_GOVT,85,45737.82,760,1,1,2,RENT,8,3.9,SALARIED_GOVT,SALARIED_GOVT_2,LN_961927,167212.09,120,8.76,Medical,2096.89,4.58,3,0,0,2,12.0,62.13,0.25,0,0,1,15665.96,5765.49,1498.79,1992.77,3587.4,138.67,1544.58,2221.41,2193.24,1084.53,4021.57,39714.41,0.868,1992.77,1.0,1390.09,2,0,2636.47,540.21,2231.06,543.03,3,1497.45,2,240.59,0,11.1,0.77,0,1,1,0,1.6,NET_BANKING,0.0,0.34,0.548,5,0,8.9,0.0,1,8,18.82,4.71,0.852,1,0,0,0,1,1.78,3,0,0,0.26,1.54,36.99,67.0,-7.74,-1,1.53,1.53,500.0,0,109800.99,549.0,505486.12,475564.52,87088.89,0.0,0,0.0,0.0,0,0,1.2,0.0,1090851.62,1177940.51,167212.09,0.142,7.0446,1010728.42,0.0,0.0,1,2,54.5,2.1,0.0226,22.9,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1545.55,0,0,0.0186,,18.5,18.5,6.0,92.0,4.58,419.38,0.238,27.5,21.812,0.0,0.333,27.4
CUST_000176,22,M,Married,Bachelor's,GIG_WORKER,17,67795.62,591,2,1,2,RENT,0,5.1,GIG_WORKER,GIG_WORKER_2,LN_543432,5072839.66,120,11.05,Home,70022.92,103.29,4,0,0,0,5.7,6.88,0.7,0,0,2,10773.02,8510.61,9762.43,856.03,5475.5,4067.37,7695.47,3018.28,2036.93,646.04,3964.18,56805.86,0.838,856.03,1.0,2101.61,1,1,2493.34,1259.51,1600.04,3681.06,1,578.41,2,313.58,0,57.6,0.836,0,0,1,1,4.1,CASH,0.0,0.789,0.721,0,0,0.0,0.0,0,11,8.49,5.28,0.623,0,1,1,1,1,8.15,5,1,1,0.3,1.77,-16.37,60.3,-19.0,-2,13.22,13.22,182678.69,0,204983.05,1024.92,542597.5,386394.01,92231.64,230333.59,2,6607126.27,1568563.27,1,1,7.9,21036.55,1364308.15,8063666.06,6662439.48,0.8262,1.2103,1401226.58,0.0,0.0,0,3,56.6,0.33,0.0293,18.3,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,3,4.2,28,1005.77,1,0.416,0,0.0,0.0,0.0,0.0,0.0,0,3592.76,0,0,0.7742,,51.8,51.8,20.1,69.7,103.29,38.33,2.609,24.0,0.968,3.2,0.25,48.3
CUST_000177,29,F,Widowed,Bachelor's,SALARIED_PRIVATE,32,86089.2,743,3,1,2,OWN,8,14.6,SALARIED_PRIVATE,SALARIED_PRIVATE_2,LN_143937,1616106.96,120,10.07,Home,21423.9,24.89,5,0,0,0,4.0,42.95,1.25,0,0,3,22215.86,4304.46,9063.82,3888.78,830.16,7087.6,701.92,3267.48,4399.45,868.01,5067.6,61695.13,0.717,3888.78,1.0,200.0,0,0,2220.72,1383.97,1745.36,4142.79,2,725.04,4,522.35,1,32.2,0.762,60,2,0,0,3.0,AUTO_DEBIT,0.978,0.0,0.624,25,0,2.9,34.4,1,7,107.01,1.75,0.801,0,0,1,0,1,4.29,2,1,0,0.42,1.14,5.34,58.0,-5.56,0,9.13,9.13,132867.02,1,684809.75,3424.05,1069145.44,592236.77,350397.92,908443.84,0,0.0,0.0,1,0,7.0,0.0,3254635.8,3605033.72,1616106.96,0.4483,2.2307,1988926.76,0.0,0.0,0,2,100.0,10.61,0.1317,27.7,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1713.39,0,0,0.1092,,13.1,13.1,7.0,88.9,24.89,16.12,6.202,52.8,4.018,2.2,0.0,30.0
CUST_000178,23,F,Married,PhD,SALARIED_PRIVATE,97,100112.8,753,3,1,2,RENT,14,13.4,SALARIED_PRIVATE,SALARIED_PRIVATE_2,LN_168474,295519.5,84,10.24,Personal,4942.81,4.94,3,0,1,1,7.5,30.61,0.4,0,0,3,28576.41,18247.48,5053.85,4019.39,4778.24,1766.66,4754.11,6314.9,4481.8,1861.62,11451.57,91306.05,0.912,4019.39,1.0,1428.78,1,1,1645.55,657.15,1107.94,2737.85,7,711.63,4,1053.97,1,22.9,1.0,0,0,0,0,2.0,UPI,0.0,0.395,1.0,25,0,4.3,26.0,1,9,48.71,4.53,0.433,0,0,0,1,1,8.22,1,0,0,0.33,0.91,8.95,55.6,-16.03,0,-0.26,-0.26,167965.95,0,983606.47,4918.03,248390.02,338352.96,661990.1,351274.18,1,2245886.3,1158223.75,0,2,1.4,0.0,1921623.64,4829500.03,1453743.25,0.301,3.3221,3375756.78,0.0,0.0,1,4,76.3,8.08,0.0046,37.6,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,4961.21,0,0,0.0188,,9.9,9.9,14.3,94.0,4.94,2.94,33.982,21.0,20.254,1.8,0.0,11.2
CUST_000179,34,M,Married,Master's,SALARIED_GOVT,222,44860.86,728,0,0,2,RENT,10,10.4,SALARIED_GOVT,SALARIED_GOVT_2,LN_867442,307522.15,240,7.0,DebtConsolidation,2384.22,5.31,1,0,0,0,15.1,79.28,0.07,1,0,0,12486.66,10350.49,2721.78,3903.67,1084.47,1863.31,6028.96,540.26,1591.11,1514.16,1105.03,43189.9,0.963,3903.67,1.0,1972.44,1,1,1261.32,3643.34,3447.59,3075.75,3,420.98,5,296.46,0,38.6,0.705,60,0,0,0,1.3,AUTO_DEBIT,0.946,0.0,0.608,15,0,-2.2,0.0,0,5,54.86,2.27,0.979,0,0,0,0,1,5.34,0,1,1,0.12,1.27,1.37,61.4,-4.49,-2,11.3,11.3,76668.29,0,480889.59,2404.45,635129.4,17574.22,25122.1,0.0,0,0.0,0.0,1,0,1.6,0.0,1133593.21,1158715.3,307522.15,0.2654,3.7679,851193.15,0.0,0.0,1,2,58.6,-10.2,0.0129,28.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1722.46,0,0,0.0887,,21.8,21.8,5.9,90.1,5.31,3.11,32.157,26.2,18.816,1.8,0.0,34.8
CUST_000180,20,M,Single,Bachelor's,GIG_WORKER,16,31304.81,742,4,1,1,OWN,7,1.6,GIG_WORKER,GIG_WORKER_1,LN_213362,129325.59,24,13.87,Personal,6201.47,19.81,2,0,0,1,16.0,59.96,0.12,0,0,3,10387.9,6497.75,2000.88,1571.16,750.3,1350.72,225.26,1108.24,1187.76,457.82,1791.86,27329.63,0.873,1571.16,1.0,1327.96,0,1,1953.66,883.79,0.0,917.29,4,2878.81,5,90.3,0,61.0,0.869,0,1,0,1,0.0,AUTO_DEBIT,0.928,0.0,0.65,0,0,0.0,0.0,0,6,15.68,6.92,0.742,0,0,0,1,1,4.92,1,0,0,0.52,0.97,12.75,65.1,14.41,2,0.45,0.45,85233.93,0,239255.82,1196.28,27444.22,48115.04,197457.62,209367.63,0,0.0,0.0,1,1,11.9,55166.2,524182.71,721640.33,184491.79,0.2557,3.9115,537148.54,0.0,0.0,0,1,100.0,-5.45,0.1119,10.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,4,4.6,12,760.08,3,0.45,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0305,,11.6,11.6,8.2,95.1,19.81,7.28,13.744,19.2,5.048,3.1,0.0,29.8
CUST_000181,29,M,Single,Bachelor's,SALARIED_PRIVATE,61,69027.84,706,2,1,2,OWN,10,6.9,SALARIED_PRIVATE,SALARIED_PRIVATE_2,LN_802959,905987.4,48,12.99,Auto,24298.64,35.2,8,0,1,1,18.8,48.63,0.43,1,0,3,20321.41,10237.75,6942.31,690.28,0.0,2002.86,4303.07,1704.12,4269.07,1163.54,4191.01,55825.41,0.809,690.28,1.0,2266.65,0,1,2294.7,3471.92,5930.46,5016.35,8,1029.68,3,528.04,0,67.6,0.751,15,0,0,0,5.8,CHEQUE,0.0,0.814,0.5,28,0,12.4,27.2,0,6,11.98,5.05,0.956,0,0,0,1,3,7.37,1,0,0,0.06,1.39,12.79,67.8,-8.5,-2,14.81,14.81,161728.69,0,616467.18,3082.34,258564.16,392120.55,0.0,258188.14,0,0.0,0.0,1,1,1.8,107020.36,1525340.03,1525340.03,1013007.76,0.6641,1.5058,512332.27,0.0,0.0,0,1,73.9,-15.25,0.0925,15.7,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,4483.22,0,0,0.0864,,24.4,24.4,13.9,78.1,35.2,15.02,6.656,27.3,2.841,2.9,0.0,36.1
CUST_000182,36,F,Married,Bachelor's,SALARIED_PRIVATE,96,78983.05,668,3,1,2,OWN,5,12.8,SALARIED_PRIVATE,SALARIED_PRIVATE_2,LN_963709,1195512.59,84,15.03,Business,23086.41,29.23,3,1,1,0,7.4,19.86,0.41,0,0,0,31530.77,17490.64,5663.2,789.83,1870.33,4117.74,5980.82,2097.5,2353.43,1633.99,9608.6,83136.84,1.053,789.83,1.0,1588.09,0,1,1592.54,999.79,6048.61,3265.63,7,1227.6,3,847.09,0,21.6,0.81,0,0,0,0,0.0,AUTO_DEBIT,0.901,0.0,0.569,28,0,2.8,0.7,1,10,10.22,2.52,0.8,0,1,1,2,1,7.78,2,0,0,0.21,1.18,25.39,62.4,-12.37,2,17.9,17.9,281730.87,1,1464878.42,7324.39,9874.61,0.0,322295.91,0.0,0,0.0,0.0,1,0,6.9,0.0,1474753.03,1797048.94,1195512.59,0.6653,1.5032,601536.35,0.0,0.0,0,2,89.9,12.69,0.0401,40.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3556.64,0,0,0.0231,,10.9,10.9,10.0,91.1,29.23,8.19,12.203,17.7,3.421,3.4,0.0,23.3
CUST_000183,29,M,Single,High School,BUSINESS_OWNER,50,53321.49,729,1,1,3,PG,5,14.2,BUSINESS_OWNER,BUSINESS_OWNER_3,LN_776277,386957.49,12,16.28,Education,35159.42,65.94,2,0,0,2,17.7,38.59,0.11,1,0,0,13711.68,10130.01,4038.02,1443.13,840.29,4336.62,1047.57,1802.84,2569.72,648.1,4640.49,45208.46,0.848,1443.13,1.0,419.62,0,0,3072.59,508.11,1521.72,3093.51,4,1107.9,3,522.77,1,71.0,0.929,0,0,0,1,2.9,NET_BANKING,0.0,0.784,0.672,0,0,0.0,0.0,0,6,53.6,3.09,0.741,1,0,0,1,1,1.37,3,0,1,0.21,1.18,-16.01,57.4,-5.16,-3,5.53,5.53,179393.55,1,576142.12,2880.71,815234.14,329181.68,246905.84,255621.1,0,0.0,0.0,1,0,9.7,0.0,1976179.05,2223084.89,386957.49,0.1741,5.745,1836127.4,0.0,0.0,0,2,55.3,6.7,0.0219,41.7,0.506,2,18986.46,8,91.9,1.09,251884.58,15.8,10,1,5,10.9,0.334,64,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,752.89,0,0,0.0585,,29.4,29.4,17.7,81.9,65.94,19.6,5.102,43.7,1.517,4.0,0.0,40.1
CUST_000184,41,M,Divorced,Master's,SALARIED_PRIVATE,59,70011.46,602,1,1,1,FAMILY,12,4.7,SALARIED_PRIVATE,SALARIED_PRIVATE_1,LN_662076,1453165.51,180,9.41,Education,15093.63,21.56,4,0,0,1,5.4,64.69,0.74,0,0,0,13827.64,16317.93,5232.78,3904.52,1292.45,3287.42,3036.65,363.87,2741.04,1216.52,6452.36,57673.17,0.824,3904.52,1.0,1037.98,1,1,1263.04,1109.26,625.39,0.0,9,1171.62,5,803.31,0,84.1,0.687,0,0,1,0,2.4,WALLET,0.0,0.639,0.47,25,0,4.0,7.6,1,7,112.56,7.18,0.88,0,1,2,0,1,6.6,5,0,2,0.42,1.67,-8.82,66.4,9.48,0,6.11,6.11,137082.87,0,729602.94,3648.01,337229.11,591411.64,442318.85,628988.88,0,0.0,0.0,0,0,6.8,0.0,2287232.57,2729551.42,1453165.51,0.5324,1.8783,1276385.91,0.0,0.0,0,1,86.5,-1.67,0.0672,11.5,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.1014,,23.0,23.0,9.6,82.4,21.56,11.01,9.082,39.7,4.638,2.4,0.25,37.4
CUST_000185,34,M,Divorced,Master's,BUSINESS_OWNER,136,196145.51,704,0,0,1,RENT,4,14.3,BUSINESS_OWNER,BUSINESS_OWNER_1,LN_961480,507410.37,48,10.95,Personal,13102.28,6.68,5,0,0,0,13.9,20.22,0.36,0,0,2,70613.22,32315.59,11417.49,8367.93,9445.09,2317.93,2132.83,9140.7,10735.48,1593.44,11022.2,169101.89,0.862,8367.93,1.0,735.99,0,1,1366.3,1570.59,3558.48,1238.78,4,1143.33,3,740.75,0,35.7,0.842,0,1,0,1,1.6,AUTO_DEBIT,0.896,0.0,0.632,0,0,0.0,0.0,0,8,19.27,3.09,0.631,0,0,0,1,2,9.63,2,2,0,0.35,1.45,-14.35,57.1,-2.8,-1,18.18,18.18,378701.84,1,925143.13,4625.72,901184.64,1023231.86,0.0,1174819.67,0,0.0,0.0,0,0,4.0,0.0,4024379.3,4024379.3,507410.37,0.1261,7.9312,3516968.93,0.0,0.0,0,3,71.6,6.5,0.1357,36.8,0.258,6,10399.64,1,91.4,1.4,668647.73,32.3,6,1,3,17.2,0.499,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,352.04,0,0,0.0421,,10.5,10.5,25.0,93.7,6.68,3.46,28.904,23.8,14.97,2.2,0.0,13.5
CUST_000186,60,M,Single,Master's,SALARIED_GOVT,69,65595.35,779,2,1,1,OWN,4,2.2,SALARIED_GOVT,SALARIED_GOVT_1,LN_733879,197190.76,48,11.14,Personal,5110.15,7.79,4,0,0,3,22.5,38.68,0.18,0,0,0,16293.61,7502.27,6084.09,2398.76,808.85,3004.51,1469.08,1501.03,902.91,1826.34,7250.7,47842.79,0.729,2398.76,2.0,388.3,1,1,3058.48,1100.22,4418.43,3098.63,2,1223.13,2,893.6,1,10.9,0.89,0,3,0,0,1.6,NET_BANKING,0.0,0.413,0.709,25,12,8.9,0.0,1,4,30.13,2.21,0.898,0,0,0,0,1,2.34,1,0,0,0.17,1.34,-18.57,57.4,5.26,0,7.5,7.5,82010.67,1,23864.06,119.32,854676.77,283264.59,75870.29,614402.07,1,2487929.89,1268359.26,0,0,4.4,0.0,1776207.48,4340007.66,1465550.02,0.3377,2.9614,2874457.64,0.0,0.0,1,1,67.8,10.7,0.3425,31.8,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3282.96,0,0,0.0124,,10.5,10.5,6.7,91.2,7.79,6.23,16.049,37.1,12.836,1.7,0.0,18.0
CUST_000187,43,M,Divorced,Bachelor's,GIG_WORKER,12,8000.0,594,5,1,2,RENT,6,12.3,GIG_WORKER,GIG_WORKER_2,LN_851689,50000.0,36,15.08,Medical,1735.17,21.69,2,0,0,2,16.9,20.66,0.12,0,0,2,1815.4,400.0,653.86,212.33,577.42,350.68,1134.89,282.3,354.14,285.78,552.07,6618.87,0.827,212.33,1.0,2815.05,0,0,0.0,2435.87,2961.31,498.11,3,985.76,0,348.35,0,36.8,0.9,0,1,0,0,0.0,UPI,0.0,0.461,0.603,0,0,0.0,0.0,0,12,24.4,3.12,0.485,2,2,2,1,1,6.85,7,1,1,0.61,1.49,5.89,53.5,-11.11,1,11.29,11.29,28003.21,1,67210.17,336.05,55090.65,88224.98,27319.45,73123.35,0,0.0,0.0,0,1,8.5,0.0,283649.15,310968.6,50000.0,0.1608,6.2194,260968.6,0.0,0.0,0,2,73.8,-8.96,0.094,34.9,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,2,3.9,15,453.37,2,0.451,0,0.0,0.0,0.0,0.0,0.0,0,2816.08,0,0,0.0782,,11.3,11.3,24.8,100.0,21.69,6.2,16.139,42.9,4.61,4.2,0.0,17.9
